end,month,start,value
1,0-2h,0,0
2,0-2h,1,0
3,0-2h,2,0
4,0-2h,3,0
5,0-2h,4,0
6,0-2h,5,0
7,0-2h,6,0
8,0-2h,7,0
9,0-2h,8,0
10,0-2h,9,0
11,0-2h,10,0
12,0-2h,11,0
13,0-2h,12,0
14,0-2h,13,0
15,0-2h,14,0
16,0-2h,15,0
17,0-2h,16,0
18,0-2h,17,0
19,0-2h,18,0
20,0-2h,19,0
21,0-2h,20,0
22,0-2h,21,0
23,0-2h,22,0
24,0-2h,23,0
25,0-2h,24,0
26,0-2h,25,0
27,0-2h,26,0
28,0-2h,27,0
29,0-2h,28,0
30,0-2h,29,0
1,2-4h,0,0
2,2-4h,1,0
3,2-4h,2,0
4,2-4h,3,0
5,2-4h,4,0
6,2-4h,5,0
7,2-4h,6,0
8,2-4h,7,0
9,2-4h,8,0
10,2-4h,9,0
11,2-4h,10,0
12,2-4h,11,0
13,2-4h,12,0
14,2-4h,13,0
15,2-4h,14,0
16,2-4h,15,0
17,2-4h,16,0
18,2-4h,17,0
19,2-4h,18,0
20,2-4h,19,0
21,2-4h,20,0
22,2-4h,21,0
23,2-4h,22,0
24,2-4h,23,0
25,2-4h,24,0
26,2-4h,25,0
27,2-4h,26,0
28,2-4h,27,0
29,2-4h,28,0
30,2-4h,29,0
1,4-6h,0,0
2,4-6h,1,0
3,4-6h,2,0
4,4-6h,3,0
5,4-6h,4,0
6,4-6h,5,0
7,4-6h,6,0
8,4-6h,7,0
9,4-6h,8,0
10,4-6h,9,0
11,4-6h,10,0
12,4-6h,11,0
13,4-6h,12,0
14,4-6h,13,0
15,4-6h,14,0
16,4-6h,15,0
17,4-6h,16,0
18,4-6h,17,0
19,4-6h,18,0
20,4-6h,19,0
21,4-6h,20,0
22,4-6h,21,0
23,4-6h,22,0
24,4-6h,23,0
25,4-6h,24,0
26,4-6h,25,0
27,4-6h,26,0
28,4-6h,27,0
29,4-6h,28,0
30,4-6h,29,0
1,6-8h,0,0
2,6-8h,1,0
3,6-8h,2,0
4,6-8h,3,0
5,6-8h,4,0
6,6-8h,5,0
7,6-8h,6,0
8,6-8h,7,0
9,6-8h,8,0
10,6-8h,9,0
11,6-8h,10,0
12,6-8h,11,0
13,6-8h,12,0
14,6-8h,13,0
15,6-8h,14,0
16,6-8h,15,0
17,6-8h,16,0
18,6-8h,17,0
19,6-8h,18,0
20,6-8h,19,0
21,6-8h,20,0
22,6-8h,21,0
23,6-8h,22,0
24,6-8h,23,0
25,6-8h,24,0
26,6-8h,25,0
27,6-8h,26,0
28,6-8h,27,0
29,6-8h,28,0
30,6-8h,29,0
1,8-10h,0,0
2,8-10h,1,0
3,8-10h,2,0
4,8-10h,3,0
5,8-10h,4,0
6,8-10h,5,0
7,8-10h,6,0
8,8-10h,7,0
9,8-10h,8,0
10,8-10h,9,0
11,8-10h,10,0
12,8-10h,11,0
13,8-10h,12,0
14,8-10h,13,0
15,8-10h,14,0
16,8-10h,15,0
17,8-10h,16,0
18,8-10h,17,0
19,8-10h,18,0
20,8-10h,19,0
21,8-10h,20,0
22,8-10h,21,0
23,8-10h,22,0
24,8-10h,23,0
25,8-10h,24,0
26,8-10h,25,0
27,8-10h,26,0
28,8-10h,27,0
29,8-10h,28,0
30,8-10h,29,0
1,10-12h,0,0
2,10-12h,1,0
3,10-12h,2,0
4,10-12h,3,0
5,10-12h,4,0
6,10-12h,5,0
7,10-12h,6,0
8,10-12h,7,0
9,10-12h,8,0
10,10-12h,9,0
11,10-12h,10,0
12,10-12h,11,0
13,10-12h,12,0
14,10-12h,13,0
15,10-12h,14,0
16,10-12h,15,0
17,10-12h,16,0
18,10-12h,17,198185
19,10-12h,18,349180
20,10-12h,19,342802
21,10-12h,20,344
22,10-12h,21,0
23,10-12h,22,0
24,10-12h,23,9705
25,10-12h,24,36838
26,10-12h,25,40403
27,10-12h,26,40775
28,10-12h,27,44570
29,10-12h,28,38957
30,10-12h,29,38325
1,12-14h,0,43382
2,12-14h,1,44498
3,12-14h,2,39438
4,12-14h,3,41653
5,12-14h,4,41265
6,12-14h,5,37216
7,12-14h,6,41537
8,12-14h,7,38622
9,12-14h,8,38653
10,12-14h,9,39857
11,12-14h,10,40495
12,12-14h,11,33721
13,12-14h,12,20929
14,12-14h,13,17887
15,12-14h,14,4269
16,12-14h,15,2861
17,12-14h,16,2825
18,12-14h,17,2621
19,12-14h,18,2738
20,12-14h,19,2981
21,12-14h,20,2902
22,12-14h,21,2841
23,12-14h,22,2996
24,12-14h,23,2859
25,12-14h,24,2822
26,12-14h,25,2796
27,12-14h,26,2844
28,12-14h,27,2939
29,12-14h,28,3022
30,12-14h,29,2919
1,14-16h,0,2860
2,14-16h,1,3038
3,14-16h,2,3196
4,14-16h,3,3134
5,14-16h,4,2706
6,14-16h,5,2825
7,14-16h,6,2471
8,14-16h,7,2404
9,14-16h,8,2418
10,14-16h,9,2419
11,14-16h,10,2405
12,14-16h,11,2418
13,14-16h,12,2415
14,14-16h,13,2410
15,14-16h,14,2419
16,14-16h,15,2409
17,14-16h,16,2416
18,14-16h,17,2418
19,14-16h,18,2410
20,14-16h,19,2415
21,14-16h,20,2419
22,14-16h,21,2404
23,14-16h,22,2421
24,14-16h,23,2415
25,14-16h,24,2408
26,14-16h,25,2420
27,14-16h,26,2405
28,14-16h,27,2418
29,14-16h,28,2421
30,14-16h,29,2404
1,16-18h,0,2419
2,16-18h,1,2409
3,16-18h,2,2416
4,16-18h,3,2419
5,16-18h,4,2409
6,16-18h,5,2416
7,16-18h,6,2418
8,16-18h,7,2410
9,16-18h,8,2415
10,16-18h,9,2419
11,16-18h,10,2404
12,16-18h,11,2421
13,16-18h,12,2411
14,16-18h,13,2412
15,16-18h,14,2420
16,16-18h,15,2405
17,16-18h,16,2418
18,16-18h,17,2421
19,16-18h,18,2404
20,16-18h,19,2419
21,16-18h,20,2409
22,16-18h,21,2416
23,16-18h,22,2418
24,16-18h,23,2410
25,16-18h,24,2415
26,16-18h,25,2419
27,16-18h,26,2409
28,16-18h,27,2416
29,16-18h,28,2418
30,16-18h,29,2405
1,18-20h,0,2420
2,18-20h,1,2408
3,18-20h,2,2415
4,18-20h,3,2421
5,18-20h,4,2404
6,18-20h,5,2419
7,18-20h,6,2417
8,18-20h,7,2408
9,18-20h,8,2418
10,18-20h,9,2410
11,18-20h,10,2415
12,18-20h,11,2419
13,18-20h,12,2409
14,18-20h,13,2416
15,18-20h,14,2418
16,18-20h,15,2409
17,18-20h,16,2416
18,18-20h,17,2419
19,18-20h,18,2404
20,18-20h,19,2421
21,18-20h,20,2404
22,18-20h,21,2419
23,18-20h,22,2420
24,18-20h,23,2405
25,18-20h,24,2418
26,18-20h,25,2414
27,18-20h,26,2411
28,18-20h,27,2419
29,18-20h,28,2409
30,18-20h,29,2416
1,20-22h,0,2418
2,20-22h,1,2410
3,20-22h,2,2415
4,20-22h,3,2419
5,20-22h,4,2404
6,20-22h,5,2421
7,20-22h,6,2414
8,20-22h,7,2409
9,20-22h,8,2420
10,20-22h,9,2405
11,20-22h,10,2418
12,20-22h,11,2421
13,20-22h,12,2404
14,20-22h,13,2419
15,20-22h,14,2409
16,20-22h,15,2416
17,20-22h,16,2418
18,20-22h,17,2410
19,20-22h,18,2415
20,20-22h,19,2419
21,20-22h,20,2409
22,20-22h,21,2416
23,20-22h,22,2418
24,20-22h,23,2405
25,20-22h,24,2420
26,20-22h,25,2411
27,20-22h,26,2412
28,20-22h,27,2421
29,20-22h,28,2404
30,20-22h,29,2419
1,22-24h,0,2420
2,22-24h,1,2405
3,22-24h,2,2418
4,22-24h,3,2410
5,22-24h,4,2415
6,22-24h,5,2419
7,22-24h,6,2409
8,22-24h,7,2416
9,22-24h,8,2418
10,22-24h,9,2522
11,22-24h,10,2680
12,22-24h,11,2688
13,22-24h,12,2665
14,22-24h,13,2914
15,22-24h,14,2469
16,22-24h,15,2474
17,22-24h,16,2401
18,22-24h,17,2439
19,22-24h,18,2821
20,22-24h,19,2309
21,22-24h,20,2267
22,22-24h,21,2266
23,22-24h,22,2264
24,22-24h,23,2266
25,22-24h,24,2267
26,22-24h,25,2266
27,22-24h,26,2264
28,22-24h,27,2263
29,22-24h,28,2267
30,22-24h,29,2266
